,path,class,span
2861,./train_embeddings/article769962328_19.pt,Name_Calling-Labeling,paper tigers
2862,./train_embeddings/article769962328_20.pt,Doubt,"They can write all big and bad but when it comes to what someone else should do. However, when it is time for them to put boots on the ground, they are simply missing in action (MIA"
2863,./train_embeddings/article769962328_21.pt,Loaded_Language,to put boots on the ground
2864,./train_embeddings/article769962328_22.pt,Flag_Waving,to live in the freest country in the world
2865,./train_embeddings/article769962328_23.pt,Name_Calling-Labeling,the freest country in the world
2866,./train_embeddings/article769962328_24.pt,Loaded_Language,convict them unto godly repentance
2867,./train_embeddings/article769962328_25.pt,Doubt,deceiving themselves into believing that they are demanding a lawful change just as long as it does not offend anyone
2868,./train_embeddings/article769962328_26.pt,Doubt,these counterfeits will be the first ones to get angry with and denounce and attack the ones that are sent by the Spirit of God
2869,./train_embeddings/article769962328_27.pt,Repetition,counterfeits
2870,./train_embeddings/article769962328_28.pt,Loaded_Language,in a righteous sense reverse the lawlessness
2871,./train_embeddings/article769962328_29.pt,Causal_Oversimplification,These groups of people are simply enemies of the cross of Christ and know not the power of God unto salvation
2872,./train_embeddings/article769962328_30.pt,Name_Calling-Labeling,the genuine Christians
2873,./train_embeddings/article769962328_31.pt,Name_Calling-Labeling,those who are counterfeits
2874,./train_embeddings/article769962328_32.pt,Loaded_Language,jog comfortably along together
2875,./train_embeddings/article769962328_33.pt,Causal_Oversimplification,"If Christians were equally as faithful to the Lord, separated from the world (2 Corinthians 6:17), and living so that their lives were a reproof to all ungodliness, the world would hate them as much as it ever did"
2876,./train_embeddings/article769962328_34.pt,Loaded_Language,taking ground for the kingdom
2877,./train_embeddings/article769962328_35.pt,Loaded_Language,"slandered, lied about, defamed"
2878,./train_embeddings/article769962328_36.pt,Loaded_Language,fighting the good fight of faith
2879,./train_embeddings/article769962328_37.pt,Loaded_Language,"hard, toilsome and unquiet life, crammed with very many and various kinds of evil"
2880,./train_embeddings/article769962328_38.pt,Exaggeration-Minimisation,crammed with very many and various kinds of evil
2881,./train_embeddings/article769962328_39.pt,Name_Calling-Labeling,the counterfeit's
2882,./train_embeddings/article769962328_40.pt,NoClass,"as well as saving their country. Apparently they have a reputation to keep up. Philippians 2:7-9 These are those that sit behind the status of some sort of church or political leader of the pack. Yet, you do not see any warfare or opposition around them and why? because they have simply forsaken the cross."
2883,./train_embeddings/article769962328_41.pt,NoClass,"to all ungodliness, the world would"
2884,./train_embeddings/article769962328_42.pt,NoClass,the cross of Christ and know not the power of God unto salvation (Philippians 3:18).
2885,./train_embeddings/article769962328_43.pt,NoClass,"saved, as they say (John"
2886,./train_embeddings/article769962328_44.pt,NoClass,"seems like when you do the wrong thing before God and man, somehow people seem to give it a pass."
2887,./train_embeddings/article769962328_45.pt,NoClass,"me?"" I laughingly replied."
2888,./train_embeddings/article769962328_46.pt,NoClass,"reproof to all ungodliness, the world would hate them as much as it ever did. (John 7:7) It"
2889,./train_embeddings/article769962328_47.pt,NoClass,"of a sudden, the world"
2890,./train_embeddings/article769962328_48.pt,NoClass,Outpost updates free of charge.
2891,./train_embeddings/article769962328_49.pt,NoClass,"Calvin said, “Whomsoever the Lord has adopted and deemed worthy of"
2892,./train_embeddings/article769962328_50.pt,NoClass,"in trouble, slandered, lied about, defamed etc) fighting the good fight of faith because they"
2893,./train_embeddings/article769962328_51.pt,NoClass,in action (MIA). These
2894,./train_embeddings/article769962328_52.pt,NoClass,"have to trouble the present.”-William Booth Before I begin, I need to make clear that the best leaders are the best followers,"
2895,./train_embeddings/article769962328_53.pt,NoClass,"it a pass. Yet, when you"
2896,./train_embeddings/article769962328_54.pt,NoClass,freest country in the world as long as it is not them that have
2897,./train_embeddings/article769962328_55.pt,NoClass,"of the Christ (John 14:6). With that said,"
2898,./train_embeddings/article769962328_56.pt,NoClass,"I begin, I need to make clear that"
2899,./train_embeddings/article769962328_57.pt,NoClass,"Word of God, all of"
2900,./train_embeddings/article769962328_58.pt,NoClass,"replied. I said, ""Mom, when I was in the rock n roll world doing the things"
2901,./train_embeddings/article769962328_59.pt,NoClass,(MIA). These are
2902,./train_embeddings/article769962328_60.pt,NoClass,"my mother calling me up and saying, “The family wants to know what is wrong with you.” take our poll - story continues below Will Brett Kavanaugh be confirmed to the Supreme Court? Will Brett Kavanaugh be confirmed"
2903,./train_embeddings/article769962328_61.pt,NoClass,"this world, it seems like when you"
2904,./train_embeddings/article769962328_62.pt,NoClass,"did. (John 7:7) It is the church that has compromised,"
2905,./train_embeddings/article769962328_63.pt,NoClass,hide behind a microphone day after day.
2906,./train_embeddings/article769962328_64.pt,NoClass,doing the things that I was
2907,./train_embeddings/article769962328_65.pt,NoClass,apologize to any that they may have told the truth lest they should convict them unto godly repentance (2 Corinthians 7:10)
2908,./train_embeddings/article769962328_66.pt,NoClass,"man according to the Word of God, all of a sudden, the world acts like you're doing something wrong. After I got saved, as they say"
2909,./train_embeddings/article769962328_67.pt,NoClass,fighting the
2910,./train_embeddings/article769962328_68.pt,NoClass,"Policy and Terms of Use. ""What’s wrong with"
2911,./train_embeddings/article769962328_69.pt,NoClass,"the wrong thing before God and man, somehow people seem to give it a pass. Yet, when you begin to do the"
2912,./train_embeddings/article769962328_70.pt,NoClass,the world. – Catherine
2913,./train_embeddings/article769962328_71.pt,NoClass,They hide behind a microphone
2914,./train_embeddings/article769962328_72.pt,NoClass,“J” (Jesus) word in the
2915,./train_embeddings/article769962328_73.pt,NoClass,"it does not offend anyone (Matthew 5:10). As a matter of fact, these counterfeits will be the first ones to get angry with and denounce and attack the ones that are sent by the Spirit of God (Galatians 4:29). Maybe"
2916,./train_embeddings/article769962328_74.pt,NoClass,with these people. They are people
2917,./train_embeddings/article769962328_75.pt,NoClass,site's Privacy Policy and Terms
2918,./train_embeddings/article769962328_76.pt,NoClass,"confirmed. No, he will not be confirmed."
2919,./train_embeddings/article769962328_77.pt,NoClass,can be sure something is wrong. The world has not compromised—its spirit is exactly the
2920,./train_embeddings/article769962328_78.pt,NoClass,"give it a pass. Yet, when you begin to do"
2921,./train_embeddings/article769962328_79.pt,NoClass,me that I
2922,./train_embeddings/article728972961_0.pt,Loaded_Language,desperate state
2923,./train_embeddings/article728972961_1.pt,Name_Calling-Labeling,diabolical debacle
2924,./train_embeddings/article728972961_2.pt,Slogans,Stay in the fight! Keep the Faith. Never surrender!
2925,./train_embeddings/article728972961_3.pt,Loaded_Language,the infallible teachings of Mother Church
2926,./train_embeddings/article728972961_4.pt,Loaded_Language,"a mutation, a change, in the Church"
2927,./train_embeddings/article728972961_5.pt,Loaded_Language,I refuse to contribute to the destruction of the Church
2928,./train_embeddings/article728972961_6.pt,Repetition,destroying the Church
2929,./train_embeddings/article728972961_7.pt,Repetition,You destroyed the Church.”
2930,./train_embeddings/article728972961_8.pt,Repetition,destruction of the Church
2931,./train_embeddings/article728972961_9.pt,Loaded_Language,the mutation in the Church
2932,./train_embeddings/article728972961_10.pt,Appeal_to_Fear-Prejudice,"if the Church continues to remain under the influence of the prince of the revolution, then, in the future a crisis will come upon the Church"
2933,./train_embeddings/article728972961_11.pt,Repetition,They said that. They wrote that!
2934,./train_embeddings/article728972961_12.pt,False_Dilemma-No_Choice,"You have no authority to compose this schema, because it is a theological thesis and therefore within the competence of the Theological Commission.”"
2935,./train_embeddings/article728972961_13.pt,Appeal_to_Authority,"I do have the right to compose this schema because if anything concerns Christian Unity it is religious liberty, and I am the President of the Secretariat for Promoting Christian Unity.”"
2936,./train_embeddings/article728972961_14.pt,Loaded_Language,Impossible! 
2937,./train_embeddings/article728972961_15.pt,Loaded_Language,"We were in a very sad, serious situation."
2938,./train_embeddings/article728972961_16.pt,Repetition,Freemasonry
2939,./train_embeddings/article728972961_17.pt,Repetition,Freemasonry
2940,./train_embeddings/article728972961_18.pt,Repetition,Freemasonry
2941,./train_embeddings/article728972961_19.pt,Repetition,Freemasonry.
2942,./train_embeddings/article728972961_20.pt,Repetition,a mutation in the church
2943,./train_embeddings/article728972961_21.pt,Repetition,In the name of the Council!
2944,./train_embeddings/article728972961_22.pt,Causal_Oversimplification,"if the reforms are bad, then it is impossible that the Council is good and all the reforms are bad, because that is the authentic interpretation of the Council by Rome."
2945,./train_embeddings/article728972961_23.pt,Loaded_Language,"very, very anxious."
2946,./train_embeddings/article728972961_24.pt,Flag_Waving,I do everything possible for the Council and the Catholics in our country
2947,./train_embeddings/article728972961_25.pt,Appeal_to_Fear-Prejudice,"in the name of the Declaration of Religious Freedom [of Vatican II], we ask the President to remove this article in the Constitution"
2948,./train_embeddings/article728972961_26.pt,Loaded_Language,in the name of the Holy See
2949,./train_embeddings/article728972961_27.pt,Repetition,in the name of the Council
2950,./train_embeddings/article728972961_28.pt,Appeal_to_Fear-Prejudice,"We must take care, because this change in the church is a liberal change. The liberal principles have entered the Church now, and they destroy the Church."
2951,./train_embeddings/article728972961_29.pt,Repetition,Impossible.
2952,./train_embeddings/article728972961_30.pt,False_Dilemma-No_Choice,We must tolerate - have tolerance for the error - but never give the same right to error and truth. That is impossible
2953,./train_embeddings/article728972961_31.pt,Repetition,The authority comes from God. Not from the people. Not from the masses. From God.
2954,./train_embeddings/article728972961_32.pt,Repetition,democratic principle
2955,./train_embeddings/article728972961_33.pt,Repetition,in the masses.
2956,./train_embeddings/article728972961_34.pt,Repetition,destroys the Church.
2957,./train_embeddings/article728972961_35.pt,Repetition,hierarchical.
2958,./train_embeddings/article728972961_36.pt,Repetition,That is hierarchy
2959,./train_embeddings/article728972961_37.pt,Repetition,I do not say that.
2960,./train_embeddings/article728972961_38.pt,Repetition,the belief
2961,./train_embeddings/article728972961_39.pt,Repetition,No faith
2962,./train_embeddings/article728972961_40.pt,Repetition,They learn nothing now
2963,./train_embeddings/article728972961_41.pt,Repetition,impossible.
2964,./train_embeddings/article728972961_42.pt,Repetition,That is a fact
2965,./train_embeddings/article728972961_43.pt,Doubt,How is it possible that the pope gives the authorization to this change? How is it possible the pope signed this decree? Signed this constitution
2966,./train_embeddings/article728972961_44.pt,Repetition,I don’t know.
2967,./train_embeddings/article728972961_45.pt,Repetition,A big mystery.
2968,./train_embeddings/article728972961_46.pt,Repetition,I don’t know.
2969,./train_embeddings/article728972961_47.pt,Name_Calling-Labeling,he is an infamous Freemason.
2970,./train_embeddings/article728972961_48.pt,Repetition,I don’t know. We don’t know.
2971,./train_embeddings/article728972961_49.pt,Repetition,we do not know.
2972,./train_embeddings/article728972961_50.pt,Repetition,Not pope.
2973,./train_embeddings/article728972961_51.pt,Loaded_Language,smoke of Satan
2974,./train_embeddings/article728972961_52.pt,Repetition,smoke of Satan
2975,./train_embeddings/article728972961_53.pt,Repetition,I do not know.
2976,./train_embeddings/article728972961_54.pt,Loaded_Language,the devil is in Rome
2977,./train_embeddings/article728972961_55.pt,Appeal_to_Fear-Prejudice,"Because if this crisis continues, many people will go to hell."
2978,./train_embeddings/article728972961_56.pt,Loaded_Language,sensual dancing
2979,./train_embeddings/article728972961_57.pt,Loaded_Language,sacrilege.
2980,./train_embeddings/article728972961_58.pt,Repetition,That is sacrilege.
2981,./train_embeddings/article728972961_59.pt,Loaded_Language,"Ay. Impossible. Impossible. No, no, no, no."
2982,./train_embeddings/article728972961_60.pt,Repetition,Impossible.
2983,./train_embeddings/article728972961_61.pt,Repetition,Against our faith.
2984,./train_embeddings/article728972961_62.pt,Repetition,Essential!
2985,./train_embeddings/article728972961_63.pt,Appeal_to_Fear-Prejudice,"And if He is God, we must give Him the adoration of God."
2986,./train_embeddings/article728972961_64.pt,Doubt,the pope is not man of true conviction.
2987,./train_embeddings/article728972961_65.pt,Repetition,I know him very well.
2988,./train_embeddings/article728972961_66.pt,Appeal_to_Fear-Prejudice,"if I do that, then I betray my mother, the Church. The Church!"
2989,./train_embeddings/article728972961_67.pt,Appeal_to_Fear-Prejudice,It is impossible to do all this without God’s assistance
2990,./train_embeddings/article728972961_68.pt,Repetition,That we cannot change.
2991,./train_embeddings/article728972961_69.pt,Repetition,The Church is tradition.
2992,./train_embeddings/article728972961_70.pt,Conversation_Killer,I thank you for your attention
2993,./train_embeddings/article728972961_71.pt,NoClass,no longer have
2994,./train_embeddings/article728972961_72.pt,NoClass,I was in
2995,./train_embeddings/article728972961_73.pt,NoClass,"for your uncle. Now you are a priest, and you"
2996,./train_embeddings/article728972961_74.pt,NoClass,"last stand for Christ the King and,"
2997,./train_embeddings/article728972961_75.pt,NoClass,Assistant to the Secretary of State) of the
2998,./train_embeddings/article728972961_76.pt,NoClass,"was held at the Radisson South Hotel, Minneapolis, on Tuesday, May"
2999,./train_embeddings/article728972961_77.pt,NoClass,can have a good
3000,./train_embeddings/article728972961_78.pt,NoClass,The Catholic Church.) And [the
3001,./train_embeddings/article728972961_79.pt,NoClass,pity) it is impossible [to
3002,./train_embeddings/article728972961_80.pt,NoClass,"now. Another example. Recently, I had"
3003,./train_embeddings/article728972961_81.pt,NoClass,"And I know that in Spain, for example, the situation in the Church is very bad. The new nominees of bishops and many auxiliary bishops are, approximately,"
3004,./train_embeddings/article728972961_82.pt,NoClass,surrender! This address also makes it absolutely
3005,./train_embeddings/article728972961_83.pt,NoClass,in Spain] in that they are more or less Marxist. That is a fact. That is impossible. How can they do that? I do
3006,./train_embeddings/article728972961_84.pt,NoClass,"priesthood in the Diocese of Paris. There was a total of fifteen young men for all of the Diocese of Paris. During the meeting, the priest, before he celebrated the Eucharist, said,"
3007,./train_embeddings/article728972961_85.pt,NoClass,rising to]
3008,./train_embeddings/article728972961_86.pt,NoClass,hubris of a Freemason. And during the discourse of
3009,./train_embeddings/article728972961_87.pt,NoClass,because when
3010,./train_embeddings/article728972961_88.pt,NoClass,your uncle.”
3011,./train_embeddings/article728972961_89.pt,NoClass,in all
3012,./train_embeddings/article728972961_90.pt,NoClass,as all
3013,./train_embeddings/article728972961_91.pt,NoClass,"of Jesus Christ, against the Real"
3014,./train_embeddings/article728972961_92.pt,NoClass,was the chief of the liberals in
3015,./train_embeddings/article728972961_93.pt,NoClass,the Church. I’m posting the address here because I'm convinced the Archbishop’s words provide recent recruits to Tradition with vital historical context for the diabolical debacle that is the pontificate of Pope
3016,./train_embeddings/article728972961_94.pt,NoClass,they are afraid of
3017,./train_embeddings/article728972961_95.pt,NoClass,Church and of course her ancient liturgy. And now that Pope Francis has inadvertently
3018,./train_embeddings/article728972961_96.pt,NoClass,"some say the Council is (was) good, but only the reforms were bad. That is not true. Why? Because when the reforms come, Rome"
3019,./train_embeddings/article728972961_97.pt,NoClass,That is sacrilege. This is a fact. They
3020,./train_embeddings/article728972961_98.pt,NoClass,"XI, Quas Primas? “Ah, but now the"
3021,./train_embeddings/article728972961_99.pt,NoClass,"done so and will certainly be hailed by history as the heroic band of Catholic brothers that mounted the twentieth century’s last stand for Christ the King and,"
3022,./train_embeddings/article728972961_100.pt,NoClass,Second Vatican
3023,./train_embeddings/article728972961_101.pt,NoClass,we are in Church we know God is on the altar; the priest is between God and the people; and the people receive God
3024,./train_embeddings/article728972961_102.pt,NoClass,"You must affirm the Real Presence in the Mass - in the Sacrifice of the Mass,”"
3025,./train_embeddings/article728972961_103.pt,NoClass,I am building
3026,./train_embeddings/article728972961_104.pt,NoClass,to the Secretary of
3027,./train_embeddings/article728972961_105.pt,NoClass,with Rome. Why? These
3028,./train_embeddings/article728972961_106.pt,NoClass,"everywhere, and"
3029,./train_embeddings/article728972961_107.pt,NoClass,it becomes obvious how
3030,./train_embeddings/article728972961_108.pt,NoClass,the Body and the Blood of
3031,./train_embeddings/article728972961_109.pt,NoClass,of the Secretary
3032,./train_embeddings/article728972961_110.pt,NoClass,They changed it.
3033,./train_embeddings/article728972961_111.pt,NoClass,See and all the Nuncios
3034,./train_embeddings/article728972961_112.pt,NoClass,nominations for
3035,./train_embeddings/article728972961_113.pt,NoClass,would refuse this Kingdom of
3036,./train_embeddings/article728972961_114.pt,NoClass,"as a Nuncio in Iran. I don’t know. We don’t know. Now, you cannot say that Archbishop Lefebvre said the pope gave his name to Freemasonry."
3037,./train_embeddings/article728972961_115.pt,NoClass,open to error. Very
3038,./train_embeddings/article728972961_116.pt,NoClass,say that Archbishop Lefebvre
3039,./train_embeddings/article728972961_117.pt,NoClass,Church continues to remain
3040,./train_embeddings/article728972961_118.pt,NoClass,and Gentlemen: As I said to
3041,./train_embeddings/article728972961_119.pt,NoClass,in the Mass destroys the Church. Because
3042,./train_embeddings/article728972961_120.pt,NoClass,the schema. Who is with
3043,./train_embeddings/article728972961_121.pt,NoClass,"I think, however,"
3044,./train_embeddings/article728972961_122.pt,NoClass,"in Columbia, and he"
3045,./train_embeddings/article728972961_123.pt,NoClass,in Spain during the
3046,./train_embeddings/article728972961_124.pt,NoClass,"of the religious orders, among"
3047,./train_embeddings/article728972961_125.pt,NoClass,"excommunicated, then he is not pope."
3048,./train_embeddings/article728972961_126.pt,NoClass,[potential] seminarians come to my house near Paris. One of them works
3049,./train_embeddings/article728972961_127.pt,NoClass,King because he
3050,./train_embeddings/article728972961_128.pt,NoClass,Secretary of
3051,./train_embeddings/article728972961_129.pt,NoClass,the young bishops are
3052,./train_embeddings/article728972961_130.pt,NoClass,the liturgical reform. We can say that [these
3053,./train_embeddings/article728972961_131.pt,NoClass,am sure
3054,./train_embeddings/article728972961_132.pt,NoClass,"Degree of Freemasonry, the"
3055,./train_embeddings/article728972961_133.pt,NoClass,"a priest,"
3056,./train_embeddings/article728972961_134.pt,NoClass,that if I reveal the truth [and tell the Pope] “you must affirm the
3057,./train_embeddings/article728972961_135.pt,NoClass,was part of an eleventh-hour defence of the Kingship
3058,./train_embeddings/article728972961_136.pt,NoClass,Presence in the Mass - in
3059,./train_embeddings/article728972961_137.pt,NoClass,"ago, now, I have evidence that God is assisting us. Because it is impossible,"
3060,./train_embeddings/article728972961_138.pt,NoClass,“Now you can say Mass for your uncle. Now you are
3061,./train_embeddings/article728972961_139.pt,NoClass,“Substitute” (meaning the Assistant to
3062,./train_embeddings/article728972961_140.pt,NoClass,in the Church came in
3063,./train_embeddings/article728972961_141.pt,NoClass,Secretary of State. And I know that
3064,./train_embeddings/article761874505_0.pt,Appeal_to_Hypocrisy,but they didn’t prosecute Hillary Clinton
3065,./train_embeddings/article761874505_1.pt,Appeal_to_Hypocrisy,Two guys on my ship did the same thing and weren’t treated as criminals
3066,./train_embeddings/article761874505_2.pt,Causal_Oversimplification,"“They used me as an example because of [the backlash over] Hillary Clinton,”"
3067,./train_embeddings/article761874505_3.pt,Exaggeration-Minimisation,actively destroyed his life an made it all but impossible
3068,./train_embeddings/article761874505_4.pt,Repetition,free
3069,./train_embeddings/article761874505_5.pt,Loaded_Language,with good reason
3070,./train_embeddings/article761874505_6.pt,NoClass,"handled by military courts,” he said. “They"
3071,./train_embeddings/article761874505_7.pt,NoClass,"filed. “My case was usually something handled by military courts,” he said. “They used me"
3072,./train_embeddings/article761874505_8.pt,NoClass,"soon in Manhattan, will name the U.S. Department of Justice, former FBI Director James"
3073,./train_embeddings/article761874505_9.pt,NoClass,wrong.” Daigle said that a notice about the pending lawsuit was
3074,./train_embeddings/article761874505_10.pt,NoClass,Barack Obama
3075,./train_embeddings/article761874505_11.pt,NoClass,people to receive a
3076,./train_embeddings/article787002327_0.pt,Name_Calling-Labeling,Jihadist Psychopath
3077,./train_embeddings/article787002327_1.pt,Loaded_Language,"Charming, Seducing, and Devouring Us"
3078,./train_embeddings/article787002327_2.pt,Name_Calling-Labeling,Jihadist Psychopath
3079,./train_embeddings/article787002327_3.pt,Name_Calling-Labeling,totalitarian plantation
3080,./train_embeddings/article787002327_4.pt,Loaded_Language,enslaved and dutifully following his orders
3081,./train_embeddings/article787002327_5.pt,Name_Calling-Labeling,tyrannical plantation
3082,./train_embeddings/article787002327_6.pt,Loaded_Language,our free speech victory
3083,./train_embeddings/article787002327_7.pt,Causal_Oversimplification,"We have no doubt, of course, that no “mistake” had actually occurred in this matter and that the ban has only been lifted because of the publicity that we engaged in -- and received"
3084,./train_embeddings/article787002327_8.pt,Exaggeration-Minimisation,this story is crucial to amplify now more than ever
3085,./train_embeddings/article787002327_9.pt,Name_Calling-Labeling,leftist-run social media
3086,./train_embeddings/article787002327_10.pt,Name_Calling-Labeling,totalitarian attack
3087,./train_embeddings/article787002327_11.pt,Loaded_Language,surreal affair
3088,./train_embeddings/article787002327_12.pt,Name_Calling-Labeling,Facebook's Unholy Alliance masters
3089,./train_embeddings/article787002327_13.pt,Causal_Oversimplification,"This suggested, of course, that giving advice on how to prevent another 9/11, and all other Jihadist attacks against America, is now against Facebook’s ‘community standards"
3090,./train_embeddings/article787002327_14.pt,Name_Calling-Labeling,Jihadist attacks
3091,./train_embeddings/article787002327_15.pt,Name_Calling-Labeling,tyrannical behavior
3092,./train_embeddings/article787002327_16.pt,Causal_Oversimplification,It goes without saying that this retraction and surrender by Facebook occurred only because of the wide publicity that Jamie's banning had received
3093,./train_embeddings/article787002327_17.pt,Exaggeration-Minimisation,we are immensely grateful for all the massive support that was given to us across the Internet
3094,./train_embeddings/article787002327_18.pt,Loaded_Language,immensely grateful
3095,./train_embeddings/article787002327_19.pt,Name_Calling-Labeling,Leading brave conservative figures
3096,./train_embeddings/article787002327_20.pt,Loaded_Language,of the insane variety
3097,./train_embeddings/article787002327_21.pt,Exaggeration-Minimisation,with absolutely no explanation
3098,./train_embeddings/article787002327_22.pt,Doubt,"why would Facebook remove such a page, let alone in such a fascistic manner -- and never explain why"
3099,./train_embeddings/article787002327_23.pt,Guilt_by_Association,in such a fascistic manner
3100,./train_embeddings/article787002327_24.pt,Name_Calling-Labeling,hateful conduct
3101,./train_embeddings/article787002327_25.pt,Name_Calling-Labeling,hateful conduct
3102,./train_embeddings/article787002327_26.pt,Name_Calling-Labeling,the leftist totalitarians
3103,./train_embeddings/article787002327_27.pt,Repetition,totalitarians
3104,./train_embeddings/article787002327_28.pt,Loaded_Language,their unrelenting effort to suffocate dissent and conservative voices
3105,./train_embeddings/article787002327_29.pt,Name_Calling-Labeling,brave conservative truth-tellers
3106,./train_embeddings/article787002327_30.pt,Loaded_Language,especially disturbing
3107,./train_embeddings/article787002327_31.pt,Loaded_Language,vociferous protest
3108,./train_embeddings/article787002327_32.pt,Loaded_Language,leftist brownshirt-style assault on free speech
3109,./train_embeddings/article787002327_33.pt,Loaded_Language,smear
3110,./train_embeddings/article787002327_34.pt,Name_Calling-Labeling,the Southern Poverty Law Center (SPLC) hate machine
3111,./train_embeddings/article787002327_35.pt,Loaded_Language,trying to run the Center out of business and suffocate free speech in America
3112,./train_embeddings/article787002327_36.pt,Flag_Waving,and suffocate free speech in America
3113,./train_embeddings/article787002327_37.pt,Name_Calling-Labeling,leftist hate groups
3114,./train_embeddings/article787002327_38.pt,Exaggeration-Minimisation,are preparing new attacks against the Freedom Center and other conservative groups and individuals 24/7
3115,./train_embeddings/article787002327_39.pt,Loaded_Language,smeared
3116,./train_embeddings/article787002327_40.pt,Name_Calling-Labeling,a stand-up noble gentleman
3117,./train_embeddings/article787002327_41.pt,Loaded_Language,falsely and maliciously
3118,./train_embeddings/article787002327_42.pt,Name_Calling-Labeling,a racially charged event
3119,./train_embeddings/article787002327_43.pt,Loaded_Language,a vicious lie
3120,./train_embeddings/article787002327_44.pt,Loaded_Language,disgusting and venomous level
3121,./train_embeddings/article787002327_45.pt,Loaded_Language,destructive agenda
3122,./train_embeddings/article787002327_46.pt,Guilt_by_Association,the Stalinist Left's
3123,./train_embeddings/article787002327_47.pt,Flag_Waving,the Stalinist Left's war on America and on everything on which it stands
3124,./train_embeddings/article787002327_48.pt,Appeal_to_Fear-Prejudice,"At this dire moment, we all need to amplify our voices in defense of free speech. And we need to adamantly defend all the truth-tellers at the very moment they come under attack. We also need to contact our representatives and to call for a Congressional investigation into this pernicious assault by the fascist Left on our liberties"
3125,./train_embeddings/article787002327_49.pt,Name_Calling-Labeling,the truth-tellers
3126,./train_embeddings/article787002327_50.pt,Loaded_Language,pernicious assault
3127,./train_embeddings/article787002327_51.pt,Guilt_by_Association,the fascist Left
3128,./train_embeddings/article787002327_52.pt,Flag_Waving,The battle for America -- and for the West -- is on
3129,./train_embeddings/article787002327_53.pt,NoClass,videos mysteriously disappear
3130,./train_embeddings/article787002327_54.pt,NoClass,of the insane variety. The Counter
3131,./train_embeddings/article787002327_55.pt,NoClass,"platform. Then, in"
3132,./train_embeddings/article787002327_56.pt,NoClass,stranger to social
3133,./train_embeddings/article787002327_57.pt,NoClass,"of course, just one terrain of this"
3134,./train_embeddings/article787002327_58.pt,NoClass,the frameworks of
3135,./train_embeddings/article787002327_59.pt,NoClass,and that the ban has
3136,./train_embeddings/article787002327_60.pt,NoClass,simply referred to Sahih Bukhari’s texts discussing Mohammed’s marriage to Aisha when she was six years old (7.62.88) and to Qur'anic Suras that mandate the Hijab for women (24:31; 33:59) and sanction sexual slavery (4:3;
3137,./train_embeddings/article787002327_61.pt,NoClass,as on Twitter (@JamieGlazov) to strengthen his social media strength in
3138,./train_embeddings/article787002327_62.pt,NoClass,were; he has been
3139,./train_embeddings/article787002327_63.pt,NoClass,"place, pre-order Jamie's"
3140,./train_embeddings/article787002327_64.pt,NoClass,to which the
3141,./train_embeddings/article787002327_65.pt,NoClass,"At this dire moment, we"
3142,./train_embeddings/article787002327_66.pt,NoClass,"behavior of Facebook. Then, yesterday, on Sept. 13, Facebook notified Jamie that it had made a mistake and that it was lifting his block. It goes without"
3143,./train_embeddings/article787002327_67.pt,NoClass,him violated their
3144,./train_embeddings/article787002327_68.pt,NoClass,lifting of Jamie’s
3145,./train_embeddings/article787002327_69.pt,NoClass,"and dutifully following his orders. Jamie outlines the frameworks of this tyrannical plantation and how those who are trapped on it, and yearn for"
3146,./train_embeddings/article787002327_70.pt,NoClass,9/11 Ban [Editors' note: To best understand why Facebook would ban Jamie Glazov on 9/11 in the first
3147,./train_embeddings/article787002327_71.pt,NoClass,JihadWatch.org Director Robert
3148,./train_embeddings/article787002327_72.pt,NoClass,this is clearly only a
3149,./train_embeddings/article787002327_73.pt,NoClass,and Devouring Us: HERE. The
3150,./train_embeddings/article787002327_74.pt,NoClass,"conservative voices. On Facebook, many"
3151,./train_embeddings/article787002327_75.pt,NoClass,"understand why Facebook would ban Jamie Glazov on 9/11 in the first place, pre-order Jamie's new book, Jihadist Psychopath: How"
3152,./train_embeddings/article787002327_76.pt,NoClass,Twitter. Leading scholar of Islam and
3153,./train_embeddings/article787002327_77.pt,NoClass,"video). Thus, we"
3154,./train_embeddings/article787002327_78.pt,NoClass,banned by Patreon
3155,./train_embeddings/article787002327_79.pt,NoClass,which Facebook informed him
3156,./train_embeddings/article787002327_80.pt,NoClass,behavior of
3157,./train_embeddings/article787002327_81.pt,NoClass,"a “mistake”. We have no doubt, of course, that no"
3158,./train_embeddings/article787002327_82.pt,NoClass,"of the Left, successfully"
3159,./train_embeddings/article787002327_83.pt,NoClass,announce our free
3160,./train_embeddings/article787002327_84.pt,NoClass,despite this lifting
3161,./train_embeddings/article787002327_85.pt,NoClass,mandate the Hijab for women (24:31; 33:59)
3162,./train_embeddings/article787002327_86.pt,NoClass,how those
3163,./train_embeddings/article787002327_87.pt,NoClass,"also stood up for Jamie, tweeting about his ban"
3164,./train_embeddings/article787002327_88.pt,NoClass,West -- on which the political and cultural establishment is now enslaved and dutifully following
3165,./train_embeddings/article787002327_89.pt,NoClass,and Laura Loomer also stood up for
3166,./train_embeddings/article787002327_90.pt,NoClass,"help of the Left,"
3167,./train_embeddings/article787002327_91.pt,NoClass,"is, of course, just one terrain of this leftist brownshirt-style assault on free speech. Everyone knows"
3168,./train_embeddings/article787002327_92.pt,NoClass,his posting
3169,./train_embeddings/article787002327_93.pt,NoClass,advice on how to prevent
3170,./train_embeddings/article787002327_94.pt,NoClass,recently banned by Facebook
